run_ts,asof,status,trades,nav
2026-08-05T08:43:36,2026-08-04,INITIAL_ALLOCATION,3,9990.0
2026-08-05T06:02:59,2026-08-04,NO_ACTION_ALREADY_RUN,0,9990.0
2026-08-05T06:43:52,2026-08-04,NO_ACTION_ALREADY_RUN,0,9990.0
2026-08-05T06:58:29,2026-08-04,NO_ACTION_ALREADY_RUN,0,9990.0
